"id","aphiaid_worms","name_aphia_worms","environment_aphia_worms"
27555,1728355,"Streptomyces scopuliridis","Marine/Terrestrial"
27556,570767,"Vibrio campbellii","Marine"
27571,288375,"Menella kanisa","Marine"
27574,288526,"Sinularia gaweli","Marine"
27583,564911,"Oscarella balibaloi","Marine"
27591,217502,"Gymnothorax javanicus","Marine"
27717,267697,"Paraplexaura","Marine"
27758,165051,"Ircinia strobilina","Marine"
27834,125302,"Leptogorgia","Marine"
27858,101055,"Parazoanthus axinellae","Marine"
27897,130977,"Polyphysia crassa","Marine"
27914,160280,"Elysia chlorotica","Marine/Brackish"
27597,382131,"Patiria miniata","Marine"
29881,1759318,"Allophylus cobbe","Marine/Terrestrial"
58260,559777,"Nocardiopsis","Marine/Terrestrial/Brackish/Freshwater"
27666,1726916,"Cladosporium perangustum","Marine"
27674,418859,"Leptogorgia punicea","Marine"
27680,437987,"Stachybotrys","Marine"
27684,139488,"Scaphander lignarius","Marine"
27687,240755,"Pisaster ochraceus","Marine"
27737,126436,"Gadus morhua","Marine/Brackish"
27743,208952,"Actinopyga lecanora","Marine"
27750,500743,"Chondrophycus intermedius","Marine"
27755,283257,"Eunicea palmeri","Marine"
27833,125369,"Leptogorgia sarmentosa","Marine"
27861,241768,"Actinopyga agassizii","Marine"
27862,208947,"Actinopyga echinites","Marine"
27863,266572,"Balanoglossus carnosus","Marine"
27865,144085,"Dictyopteris","Marine"
27878,581809,"Aldisa cooperi","Marine"
27885,372188,"Grateloupia carnosa","Marine"
27888,494972,"Sargassum fusiforme","Marine"
27890,134285,"Suberites ficus","Marine"
27892,378581,"Neopetrosia proxima","Marine"
27894,165716,"Svenzea flava","Marine"
27931,235080,"Acrostichum aureum","Marine/Terrestrial/Brackish/Freshwater"
28000,103305,"Leiopathes","Marine"
28016,325498,"Desmarestia menziesii","Marine"
28034,169704,"Pseudoceratina verrucosa","Marine"
28039,221490,"Turbinaria ornata","Marine"
28043,547460,"Dictyopteris pacifica","Marine"
28069,137928,"Elysia","Marine"
28099,165949,"Topsentia halichondrioides","Marine"
28245,147693,"Biatriospora","Marine"
28258,169017,"Monanchora clathrata","Marine"
28342,145363,"Dictyota bartayresiana","Marine"
28502,162967,"Thraustochytrium globosum","Marine"
28514,216369,"Turbo marmoratus","Marine"
28729,547639,"Laurencia snackeyi","Marine"
28892,371359,"Rhodophyllis membranacea","Marine"
28893,134010,"Erylus deficiens","Marine"
27590,160584,"Heterosigma","Marine"
30103,660355,"Acrocarpus gracilis","Marine"
30194,836204,"Elodia hortensiae","Marine"
27599,240758,"Pisaster giganteus","Marine"
27689,213464,"Ophiolepis superba","Marine"
27733,393611,"Alteromonas","Marine"
27763,373885,"Gracilariopsis andersonii","Marine"
27872,597520,"Felimare californiensis","Marine"
27877,494855,"Sargassum macrocarpum","Marine"
27883,144808,"Digenea simplex","Marine"
28004,267930,"Tubastraea","Marine"
28005,135193,"Leptopsammia pruvoti","Marine"
28006,367374,"Phorbas topsenti","Marine"
28019,573102,"Rapidithrix thailandica","Marine"
28025,278422,"Takifugu pardalis","Marine"
28042,278403,"Amphiprion perideraion","Marine/Brackish"
28058,103728,"Ciona edwardsi","Marine"
28061,132300,"Chelonaplysilla erecta","Marine"
28072,169801,"Ecionemia acervus","Marine"
28073,140090,"Cyerce cristallina","Marine"
28095,100421,"Remispora maritima","Marine"
28212,140819,"Pleurobranchus forskalii","Marine"
28354,165343,"Hyrtios altus","Marine"
28014,145357,"Dictyopteris delicatula","Marine"
28370,344744,"Rhizophora ×annamalayana","Marine/Brackish/Freshwater"
28371,235113,"Sonneratia ×gulngai","Marine/Terrestrial/Brackish"
28389,165717,"Svenzea zeai","Marine"
28403,140628,"Adalaria loveni","Marine"
28405,132026,"Cliona","Marine"
28416,288840,"Zoanthus pulchellus","Marine"
28417,209970,"Sinularia hirta","Marine"
28421,536623,"Phyllidia ocellata","Marine"
28425,169395,"Ectyonopsis flabellata","Marine"
28431,567585,"Hyphomonas jannaschiana","Marine"
28543,166879,"Xestospongia bergquistia","Marine"
28549,109566,"Prorocentrum","Marine/Brackish/Freshwater"
28577,288292,"Sarcophyton digitatum","Marine"
28719,124833,"Ophionereis reticulata","Marine"
28727,165693,"Rhaphoxya pallida","Marine"
28730,888605,"Plakortis symbiotica","Marine"
28907,1754914,"Kocuria marina","Marine"
60048,100236,"Penicillium","Marine/Terrestrial/Brackish/Freshwater"
28044,144483,"Halimeda tuna","Marine"
28086,146902,"Didemnum candidum","Marine"
28200,241792,"Cercodemas anceps","Marine"
28226,372517,"Pleurophycus gardneri","Marine"
28236,597403,"Felimida luteorosea","Marine"
28242,286259,"Leptogorgia piccola","Marine"
28347,371236,"Halymenia durvillei","Marine"
28355,1378449,"Fischerella","Marine"
28379,125125,"Ophiopholis aculeata","Marine"
28380,132277,"Clathrina coriacea","Marine"
28509,109604,"Dinophysis acuta","Marine"
28521,415634,"Microbacterium","Marine"
28529,135146,"Cladocora caespitosa","Marine"
28589,568066,"Thalassospira profundimaris","Marine"
28662,232563,"Polysiphonia morrowii","Marine"
28664,371403,"Kappaphycus alvarezii","Marine"
28674,1415549,"Parengyodontium album","Marine"
28681,288472,"Palythoa mutuki","Marine"
28708,131834,"Haliclona","Marine"
28714,235053,"Lumnitzera racemosa","Marine/Terrestrial/Brackish"
28734,842651,"Palisada paniculata","Marine"
28830,212879,"Abudefduf vaigiensis","Marine"
28832,626081,"Pyropia yezoensis","Marine"
28850,366598,"Geitlerinema","Marine/Terrestrial/Brackish/Freshwater"
61103,100236,"Penicillium","Marine/Terrestrial/Brackish/Freshwater"
28900,213286,"Protoreaster lincki","Marine"
28908,456393,"Cumia","Marine"
28913,1728529,"Bacillus subterraneus","Marine"
28920,131785,"Hymerhabdia","Marine"
28925,169032,"Crella incrustans","Marine"
29003,494940,"Leathesia marina","Marine/Brackish"
29037,145067,"Cladophora socialis","Marine"
29040,171296,"Cinachyrella australiensis","Marine"
29046,494847,"Sargassum carpophyllum","Marine"
29052,170775,"Prosuberites laughlini","Marine"
29064,495565,"Grateloupia crispata","Marine"
29080,555791,"Penares nux","Marine"
29087,103309,"Antipathes dichotoma","Marine"
28222,178477,"Nodularia harveyana","Marine/Freshwater"
28366,165050,"Ircinia spiculosa","Marine"
28395,732248,"Ellisolandia elongata","Marine"
28399,100793,"Parazoanthus","Marine"
28545,145130,"Jania rubens","Marine"
28553,234924,"Labidiaster annulatus","Marine"
28562,169379,"Iotrochota birotulata","Marine"
28575,165739,"Axinyssa ambrosia","Marine"
28667,211534,"Udotea orientalis","Marine"
28668,117270,"Aequorea forskalea","Marine"
28673,100090,"Gaeumannomyces","Marine/Terrestrial"
28688,283419,"Condylactis gigantea","Marine"
28695,147720,"Lichina pygmaea","Marine"
28720,103717,"Ascidia virginea","Marine"
28739,283855,"Epizoanthus illoricatus","Marine"
28743,146862,"Cratena peregrina","Marine"
28747,278423,"Takifugu poecilonotus","Marine/Brackish/Freshwater"
28829,214334,"Hydroclathrus tenuis","Marine"
28833,513318,"Hemicentrotus pulcherrimus","Marine"
28834,440405,"Erimacrus isenbeckii","Marine"
28846,567691,"Loktanella","Marine/Freshwater"
28884,437971,"Leptosphaerulina","Marine"
28902,292819,"Craspidaster hesperus","Marine"
28911,1728530,"Virgibacillus dokdonensis","Marine"
29019,286633,"Gyrophyllum sibogae","Marine"
29038,373333,"Perithalia capillaris","Marine"
29054,288542,"Sinularia lochmodes","Marine"
29073,369147,"Henricia tumida","Marine"
29085,291239,"Tripalea clavaria","Marine"
29195,576702,"Synechocystis salina","Brackish"
29253,437957,"Eutypa","Marine"
29335,513284,"Glyptocidaris crenularis","Marine"
29364,212027,"Laurencia complanata","Marine"
63366,100492,"Aspergillus fumigatus","Marine/Terrestrial/Brackish/Freshwater"
29190,147598,"Lophiostoma","Marine"
29200,170551,"Spheciospongia purpurea","Marine"
29205,144462,"Derbesia marina","Marine"
29220,1726881,"Micromonospora harpali","Marine"
29223,100184,"Thielavia","Marine/Terrestrial"
29224,100554,"Tolypocladium geodes","Marine"
29229,507880,"Protapes gallus","Marine"
29369,396394,"Shewanella halifaxensis","Marine"
29374,325466,"Cellana toreuma","Marine"
58274,178078,"Streptomyces","Marine/Brackish"
32559,178078,"Streptomyces","Marine/Brackish"
32558,178078,"Streptomyces","Marine/Brackish"
33122,178078,"Streptomyces","Marine/Brackish"
33289,178078,"Streptomyces","Marine/Brackish"
33479,178078,"Streptomyces","Marine/Brackish"
33658,178078,"Streptomyces","Marine/Brackish"
58311,988579,"Pertusaria","Marine/Terrestrial"
32581,178078,"Streptomyces","Marine/Brackish"
32664,1754899,"Streptomyces sanyensis","Marine/Terrestrial/Brackish"
32790,1728284,"Streptomyces argenteolus","Marine"
32820,178078,"Streptomyces","Marine/Brackish"
33041,178078,"Streptomyces","Marine/Brackish"
33408,178078,"Streptomyces","Marine/Brackish"
33535,178078,"Streptomyces","Marine/Brackish"
33757,178078,"Streptomyces","Marine/Brackish"
33815,178078,"Streptomyces","Marine/Brackish"
33943,178078,"Streptomyces","Marine/Brackish"
34014,178078,"Streptomyces","Marine/Brackish"
34187,178078,"Streptomyces","Marine/Brackish"
35081,178078,"Streptomyces","Marine/Brackish"
35110,178078,"Streptomyces","Marine/Brackish"
35245,145660,"Phyllophora crispa","Marine"
34346,178078,"Streptomyces","Marine/Brackish"
34471,178078,"Streptomyces","Marine/Brackish"
34847,178078,"Streptomyces","Marine/Brackish"
34849,178078,"Streptomyces","Marine/Brackish"
34878,178078,"Streptomyces","Marine/Brackish"
32956,178078,"Streptomyces","Marine/Brackish"
35177,178078,"Streptomyces","Marine/Brackish"
35194,178078,"Streptomyces","Marine/Brackish"
35221,145375,"Dictyota menstrualis","Marine"
35231,381182,"Dictyota bartayresii","Marine"
35232,145580,"Gelidium crinale","Marine"
35233,239034,"Laurencia undulata","Marine"
35239,381225,"Dilophus spiralis","Marine"
48408,207670,"Tridacna gigas","Marine"
34808,178078,"Streptomyces","Marine/Brackish"
35153,178078,"Streptomyces","Marine/Brackish"
48582,438356,"Byssothecium obiones","Marine"
35238,375452,"Laurencia caduciramulosa","Marine"
35393,426786,"Trichodina elegans","Marine"
43757,243573,"Ophiocoma echinata","Marine"
44007,766710,"Panopea japonica","Marine"
48522,934444,"Cassis (Cassis)","Marine"
43870,291778,"Alcyonium paessleri","Marine"
43873,393721,"Pecten caurinus","Marine"
43902,331424,"Pseudopotamilla occelata","Marine"
44037,271705,"Anguilla japonica","Marine/Brackish/Freshwater"
44304,100226,"Fusarium","Marine/Terrestrial/Brackish/Freshwater"
44311,126737,"Osmerus mordax","Marine/Brackish/Freshwater"
44525,216204,"Colobocentrotus atratus","Marine"
44716,1728038,"Penicillium parvum","Marine"
44628,144651,"Polysiphonia nigra","Marine"
44827,371800,"Monostroma nitidum","Marine"
44851,396788,"Purpura aperta","Marine"
44982,127138,"Hippoglossus hippoglossus","Marine"
44985,254573,"Sebastes alutus","Marine"
45200,100451,"Chaetomium elatum","Marine"
61106,1457047,"Delitschia","Marine"
45638,101019,"Sideractis glacialis","Marine"
45520,178078,"Streptomyces","Marine/Brackish"
45641,416203,"Bolboschoenus maritimus","Terrestrial/Brackish"
45785,373974,"Alaria crispa","Marine"
45961,345569,"Haliclona tubifera","Marine"
45192,246741,"Comactinia meridionalis","Marine"
45464,383668,"Balaenoptera indica","Marine"
45784,157084,"Lyngbya aestuarii","Marine/Terrestrial/Brackish/Freshwater"
46273,137097,"Globicephala melas","Marine"
46311,1672768,"Holothuria atra","Marine"
46292,416689,"Tadorna ferruginea","Marine/Terrestrial"
46741,110154,"Kryptoperidinium foliaceum","Marine"
48672,146307,"Endarachne binghamiae","Marine"
48679,178747,"Echinaster (Othilia) brasiliensis","Marine"
46401,193677,"Spongia foliascens","Marine"
46451,178078,"Streptomyces","Marine/Brackish"
46566,159811,"Stenotomus chrysops","Marine"
46589,473988,"Prunum virginiana","Marine"
46595,181530,"Murex brandaris","Marine"
46604,126461,"Molva molva","Marine"
46611,127027,"Thunnus albacares","Marine/Brackish"
46647,127026,"Thunnus alalunga","Marine"
48669,138805,"Armina maculata","Marine"
47122,130490,"Ophelia bicornis","Marine"
48706,342419,"Watasenia scintillans","Marine"
58316,100206,"Acremonium","Marine/Terrestrial"
49171,597404,"Doris luteorosea","Marine"
49295,252017,"Ascidia coerulea","Marine"
47622,1485243,"Acremonium furcatum","Marine"
47124,214353,"Cystoseira myrica","Marine"
47141,100817,"Bolocera tuediae","Marine"
47447,210759,"Bohadschia vitiensis","Marine"
47876,243987,"Ophioplocus japonicus","Marine"
61112,396283,"Salinispora arenicola","Marine"
47308,394429,"Pecten jacobaeus","Marine"
47936,105624,"Stephanoeca elegans","Marine"
47945,865874,"Tetraploa aristata","Marine/Freshwater"
48020,213884,"Hydrolithon reinboldii","Marine"
48060,140304,"Madrella aurantiaca","Marine"
48249,156078,"Ulva clathrata","Marine/Brackish"
58283,100455,"Chaetomium indicum","Marine"
59913,100236,"Penicillium","Marine/Terrestrial/Brackish/Freshwater"
48227,738853,"Oscilla indica","Marine"
48253,158709,"Ariopsis felis","Marine/Brackish"
49624,144806,"Chondrophycus papillosus","Marine"
49788,373299,"Udotea conglutinata","Marine"
58919,1728025,"Aspergillus ochraceus","Marine"
49120,105913,"Etmopterus spinax","Marine"
49144,132389,"Spongia communis","Marine"
49382,530376,"Cucumaria falcata","Marine"
49449,1710784,"Petrocrania dubia","Marine"
49693,249976,"Ascidia ceratodes","Marine"
50087,220777,"Dictyota pardalis","Marine"
50143,232546,"Akashiwo sanguinea","Marine"
50295,125333,"Alcyonium digitatum","Marine"
50323,224662,"Stylocheilus striatus","Marine"
50269,178078,"Streptomyces","Marine/Brackish"
50270,597339,"Goniobranchus kuniei","Marine"
50612,117553,"Eudendrium racemosum","Marine"
50617,234483,"Saccharina latissima","Marine"
50795,190812,"Dendrilla cavernosa","Marine"
50884,393272,"Myrothecium","Marine"
51057,465540,"Procambarus clarkii","Brackish/Freshwater"
50602,124929,"Ophiura ophiura","Marine"
50709,307545,"Esox saurus","Marine"
50712,826902,"Ophiocamax ventosa","Marine"
50737,144440,"Bonnemaisonia asparagoides","Marine"
50745,224512,"Umbraculum mediterraneum","Marine"
51070,393717,"Pecten yessoensis","Marine"
51194,266489,"Phascolion strombus","Marine"
58320,178078,"Streptomyces","Marine/Brackish"
50945,494866,"Sargassum ringgoldianum","Marine"
51190,110180,"Peridinium balticum","Marine/Freshwater"
51519,138940,"Bulla striata","Marine"
51688,140601,"Eledone moschata","Marine"
51690,342291,"Dosidicus gigas","Marine"
51694,373654,"Lessonia nigrescens","Marine"
51817,475116,"Babylonia lutosa","Marine"
51824,193692,"Spongia fistularis","Marine"
51989,134112,"Chondrosia reniformis","Marine"
51993,212381,"Ophiocoma dentata","Marine"
52002,1504355,"Trigonia minor","Marine"
51526,164749,"Leucetta avocada","Marine"
51960,308214,"Amia sialis","Marine"
51964,211542,"Gracilaria edulis","Marine"
52122,140463,"Modiolus auriculatus","Marine"
52309,147713,"Ramalina siliquosa","Marine"
52431,100206,"Acremonium","Marine/Terrestrial"
52435,287424,"Millepora nitida","Marine"
52444,178078,"Streptomyces","Marine/Brackish"
52592,889991,"Vibrio anguillarum","Marine"
52617,558681,"Hypselodoris daniellae","Marine"
58286,178078,"Streptomyces","Marine/Brackish"
52154,178078,"Streptomyces","Marine/Brackish"
52294,100208,"Alternaria","Marine/Terrestrial/Freshwater"
52583,148720,"Petromyzon fluviatilis","Marine/Brackish/Freshwater"
58923,559787,"Streptosporangium","Marine"
58287,559777,"Nocardiopsis","Marine/Terrestrial/Brackish/Freshwater"
52761,165009,"Ircinia campana","Marine"
52899,438235,"Xylaria grammica","Marine"
52946,137088,"Balaenoptera borealis","Marine"
53529,220485,"Mastigias papua","Marine"
53558,290791,"Plexaura flava","Marine"
53677,129580,"Serpula","Marine"
53271,144632,"Polysiphonia ferulacea","Marine"
53362,147436,"Haematopus ostralegus","Marine/Terrestrial"
53393,289855,"Echinogorgia flora","Marine"
53723,1672561,"Sulcularia sulcata","Marine"
53727,133273,"Mycale adhaerens","Marine"
53728,234431,"Phakellia aruensis","Marine"
53826,437681,"Floricola striata","Marine"
54055,287521,"Telesto riisei","Marine"
53759,342305,"Enteroctopus dofleini","Marine"
54120,234471,"Ulva intestinalis","Marine/Brackish/Freshwater"
54207,234031,"Ruppia maritima","Brackish"
54322,134593,"Pallenopsis","Marine"
54444,863635,"Allotricha","Marine/Terrestrial/Freshwater"
54589,189847,"Acanthella carteri","Marine"
54725,567668,"Labrenzia","Marine"
54895,207246,"Porites lutea","Marine"
63377,1728035,"Penicillium oxalicum","Marine"
54193,558198,"Chromodoris lochi","Marine"
54413,530790,"Allopora californica","Marine"
54435,437586,"Xylaria","Marine/Terrestrial"
54785,1488108,"Metula nana","Marine"
54926,151374,"Patella depressa","Marine"
55086,244451,"Pseudaxinella reticulata","Marine"
55198,178188,"Linckia guildingi","Marine"
55221,437602,"Alternaria radicina","Marine"
14449,570642,"Pseudomonas","Marine/Terrestrial/Brackish/Freshwater"
55732,325530,"Myriogramme smithii","Marine"
55233,211466,"Ulva reticulata","Marine"
55333,126735,"Mallotus villosus","Marine/Brackish/Freshwater"
55511,166912,"Aka coralliphaga","Marine"
55532,342064,"Illex argentinus","Marine"
55645,377361,"Nepanthia gracilis","Marine"
56032,416682,"Anser anser","Marine/Terrestrial/Brackish/Freshwater"
56081,906266,"Glandulina hybrida","Marine"
56392,178078,"Streptomyces","Marine/Brackish"
58323,100496,"Aspergillus terreus","Marine/Terrestrial/Brackish/Freshwater"
58324,178078,"Streptomyces","Marine/Brackish"
56243,194469,"Trachyopsis halichondrioides","Marine"
56333,273823,"Thunnus orientalis","Marine/Brackish"
56353,497430,"Lophura armata","Marine"
56476,146693,"Oscillatoria nigroviridis","Marine/Terrestrial/Freshwater"
56505,149131,"Eucampia zodiacus","Marine"
28682,125420,"Maasella edwardsii","Marine"
57196,274342,"Coregonus nasus","Brackish/Freshwater"
58291,415091,"Bacillus","Marine/Terrestrial/Freshwater"
63493,100236,"Penicillium","Marine/Terrestrial/Brackish/Freshwater"
57132,150514,"Limulus polyphemus","Marine"
57153,590364,"Campanulina elata","Marine"
57198,549421,"Chromodoris norrisi","Marine"
57440,105833,"Hexanchus griseus","Marine"
57730,880531,"Latrunculia (Uniannulata) oparinae","Marine"
63497,437978,"Phomopsis","Marine"
99,1728029,"Aspergillus westerdijkiae","Marine"
183,559528,"Corynebacterium","Marine/Brackish/Freshwater"
209,426123,"Cladonia","Marine/Terrestrial"
263,376148,"Nannochloropsis oculata","Brackish"
270,140656,"Crassostrea gigas","Marine"
271,115088,"Phaeocystis","Marine"
367,145541,"Ascophyllum nodosum","Marine"
390,249725,"Ochromonas","Marine/Terrestrial/Brackish/Freshwater"
555,392700,"Arthrobacter","Marine"
558,754129,"Halobacterium","Brackish"
577,162385,"Arthrospira","Marine/Terrestrial/Freshwater"
738,145086,"Codium fragile","Marine"
763,559903,"Flexibacter","Marine"
57214,140482,"Mytilus trossulus","Marine"
57410,178078,"Streptomyces","Marine/Brackish"
57485,418727,"Hibiscus moscheutos","Terrestrial/Brackish/Freshwater"
378,495286,"Chlamydomonas parkeae","Marine"
380,134526,"Tetraselmis","Marine/Brackish/Freshwater"
381,345459,"Bathycoccus prasinos","Marine"
383,134542,"Nephroselmis rotunda","Marine"
405,233761,"Fibrocapsa japonica","Marine"
406,123082,"Echinoidea","Marine"
418,367847,"Mactra chinensis","Marine"
420,231750,"Ruditapes philippinarum","Marine"
422,140480,"Mytilus edulis","Marine"
431,283309,"Actinia tenebrosa","Marine"
432,220381,"Hexabranchus sanguineus","Marine"
448,372659,"Scinaia confusa","Marine"
450,240489,"Rhodymenia palmata","Marine"
544,146557,"Microcystis","Marine/Terrestrial/Freshwater"
572,393621,"Thiocapsa","Marine"
696,568199,"Aplysia kurodai","Marine"
757,160572,"Synechococcus","Marine/Terrestrial/Brackish/Freshwater"
773,1415546,"Epicoccum nigrum","Marine"
784,207610,"Linckia laevigata","Marine"
937,568132,"Tripylus (Abatus)","Marine"
953,209618,"Sarcophyton trocheliophorum","Marine"
1111,288498,"Sinularia candidula","Marine"
1225,316654,"Blepharis ciliaris","Marine"
1302,193466,"Siphonochalina siphonella","Marine"
1640,235040,"Avicennia marina","Marine/Terrestrial/Brackish"
1114,168721,"Negombata magnifica","Marine"
2022,160585,"Heterosigma akashiwo","Marine"
1567,168719,"Negombata corticata","Marine"
1585,165350,"Hyrtios erectus","Marine"
2208,289541,"Briareum stechei","Marine"
2338,103641,"Aplidium conicum","Marine"
2352,145393,"Taonia atomaria","Marine"
2357,438269,"Stachybotrys chartarum","Marine"
2366,288527,"Sinularia gibberosa","Marine"
2499,160529,"Nitzschia pungens","Marine"
34604,178078,"Streptomyces","Marine/Brackish"
2867,235064,"Xylocarpus granatum","Marine/Terrestrial/Brackish"
2943,283369,"Anthopleura pacifica","Marine"
2947,169842,"Jaspis splendens","Marine"
3017,1728129,"Eurotium rubrum","Marine"
3115,178078,"Streptomyces","Marine/Brackish"
3604,111435,"Myriapora truncata","Marine"
3627,100525,"Gliocladium roseum","Marine"
3741,100562,"Trichothecium roseum","Marine"
15034,178078,"Streptomyces","Marine/Brackish"
4068,351680,"Euchaeta japonica","Marine"
4089,290257,"Klyxum simplex","Marine"
4123,131825,"Callyspongia","Marine"
4215,239176,"Cystophora retroflexa","Marine"
3906,138753,"Aplysia dactylomela","Marine"
3937,292789,"Certonardoa semiregularis","Marine"
4370,234043,"Spartina anglica","Brackish"
4385,165294,"Strepsichordaia lendenfeldi","Marine"
4418,206284,"Zoanthus","Marine"
4464,1759390,"Hernandia nymphaeifolia","Marine/Terrestrial"
4689,145726,"Laminaria japonica","Marine"
4722,1759391,"Hernandia sonora","Marine/Terrestrial"
58333,572068,"Marinactinospora thermotolerans","Marine"
4944,168561,"Mycale (Arenochalina) laxissima","Marine"
5063,100452,"Chaetomium erectum","Marine"
61421,559777,"Nocardiopsis","Marine/Terrestrial/Brackish/Freshwater"
5329,165305,"Cacospongia mycofijiensis","Marine"
11712,241343,"Luidia quinaria","Marine"
60051,178078,"Streptomyces","Marine/Brackish"
5551,235139,"Sapium indicum","Marine/Brackish"
5936,437775,"Penicillium thomii","Marine"
5844,1728092,"Biscogniauxia mediterranea","Marine"
5991,165582,"Phakellia fusca","Marine"
6454,169672,"Verongula gigantea","Marine"
6736,204396,"Xenia","Marine"
6880,1425333,"Lambertella","Marine"
7099,1492275,"Cocos nucifera","Marine/Terrestrial/Brackish/Freshwater"
6913,144126,"Cystoseira","Marine/Brackish"
6956,250817,"Lissoclinum vareau","Marine"
7075,741538,"Actinia chilensis","Marine"
7232,167454,"Zyzzya fuliginosa","Marine"
7236,169636,"Aplysina archeri","Marine"
7366,1728282,"Streptomyces antibioticus","Marine/Terrestrial"
7398,393172,"Nostoc","Marine/Terrestrial/Freshwater"
7532,286209,"Leptogorgia alba","Marine"
7547,371783,"Bryopsis corticulans","Marine"
7668,145358,"Dictyopteris divaricata","Marine"
7717,239097,"Caulerpa brownii","Marine"
7811,1728023,"Aspergillus insuetus","Marine"
7822,337395,"Aricia fimbriata","Marine"
8170,145540,"Halidrys siliquosa","Marine"
8320,171389,"Tetilla japonica","Marine"
8455,288580,"Sinularia scabra","Marine"
61423,559765,"Amycolatopsis","Marine"
9094,100122,"Phaeosphaeria","Marine/Terrestrial/Brackish/Freshwater"
8614,132407,"Spongia officinalis","Marine"
8685,145300,"Cymopolia barbata","Marine"
8844,169649,"Aplysina fulva","Marine"
9100,145990,"Ulva rigida","Marine/Brackish"
61424,100246,"Tolypocladium","Marine"
8764,178078,"Streptomyces","Marine/Brackish"
9124,145722,"Chorda filum","Marine/Brackish"
8797,325442,"Staurocucumis liouvillei","Marine"
8817,133938,"Plakortis simplex","Marine"
9245,102829,"Maera tenera","Marine"
9247,212026,"Laurencia venusta","Marine"
48101,1728026,"Aspergillus puniceus","Marine"
61425,570642,"Pseudomonas","Marine/Terrestrial/Brackish/Freshwater"
9177,207409,"Tubipora musica","Marine"
9179,437955,"Diaporthe","Marine/Terrestrial"
9541,164827,"Agelas dispar","Marine"
9557,290890,"Pseudopterogorgia americana","Marine"
9865,144824,"Laurencia majuscula","Marine"
9908,100489,"Alternaria tenuis","Marine"
9933,178078,"Streptomyces","Marine/Brackish"
9939,192121,"Latrunculia bellae","Marine"
9994,265810,"Sclerolinum minor","Marine"
10036,1758301,"Mangelia biondii","Marine"
61427,100211,"Aspergillus","Marine/Terrestrial/Brackish/Freshwater"
10192,290252,"Klyxum flaccidum","Marine"
10327,567311,"Coriocella nigra","Marine"
10501,540315,"Limaria vulgaris","Marine"
10360,495044,"Sargassum fallax","Marine"
10576,287333,"Capnella imbricata","Marine"
10699,100497,"Aspergillus ustus","Marine/Terrestrial/Brackish/Freshwater"
10885,211664,"Lyngbya wollei","Marine/Freshwater"
11127,288812,"Lobophytum schoedei","Marine"
11258,203834,"Montipora","Marine"
11325,426065,"Artemisia maritima","Terrestrial/Brackish"
12086,375881,"Prasinoderma coloniale","Marine"
50408,217438,"Latimeria chalumnae","Marine"
11618,165605,"Ptilocaulis","Marine"
12043,559765,"Amycolatopsis","Marine"
13072,288620,"Cladiella kashmani","Marine"
13109,212006,"Laurencia intermedia","Marine"
13269,236327,"Haliclona oculata","Marine"
13382,178513,"Symploca hydnoides","Marine/Freshwater"
13649,103936,"Styela plicata","Marine"
61430,100236,"Penicillium","Marine/Terrestrial/Brackish/Freshwater"
13711,145536,"Cystoseira tamariscifolia","Marine"
13798,209608,"Cladiella australis","Marine"
14109,178078,"Streptomyces","Marine/Brackish"
13966,1678423,"Lepironia articulata","Terrestrial/Brackish/Freshwater"
14492,572068,"Marinactinospora thermotolerans","Marine"
14497,1425333,"Lambertella","Marine"
14579,109956,"Ceratium horridum","Marine"
14594,109921,"Noctiluca scintillans","Marine"
14617,214538,"Haminoea cymbalum","Marine"
14716,166797,"Acanthostrongylophora ingens","Marine"
61432,1728113,"Paraconiothyrium","Marine"
15058,169640,"Aplysina caissara","Marine"
15231,132089,"Discodermia","Marine"
53050,264935,"Salix","Marine"
15103,373714,"Laurencia rigida","Marine"
15351,178078,"Streptomyces","Marine/Brackish"
15373,497470,"Fucus maximus","Marine"
15501,373286,"Penicillus dumetosus","Marine"
15519,118474,"Cyathura carinata","Marine"
53371,375677,"Cylindrotheca fusiformis","Marine/Freshwater"
15100,145902,"Sphacelaria rigidula","Marine"
15742,566127,"Melanella magnifica","Marine"
15793,220455,"Axinella carteri","Marine"
15966,1726932,"Eurotium chevalieri","Marine"
53690,1514967,"Cassis gregorii","Marine"
16253,132627,"Halichondria panicea","Marine"
16496,235082,"Bruguiera gymnorrhiza","Marine/Terrestrial/Brackish"
16373,100485,"Acremonium strictum","Marine"
59916,178078,"Streptomyces","Marine/Brackish"
16413,1728034,"Penicillium griseofulvum","Marine"
16632,563542,"Toxoplasma gondii","Marine/Terrestrial/Brackish/Freshwater"
17097,178078,"Streptomyces","Marine/Brackish"
17102,100493,"Aspergillus glaucus","Marine/Terrestrial/Brackish/Freshwater"
61438,468704,"Lekythopora","Marine"
16812,177640,"Anabaena circinalis","Marine/Freshwater"
18128,572886,"Thermovibrio ammonificans","Marine"
18133,100234,"Paecilomyces","Marine/Terrestrial/Brackish/Freshwater"
18155,1465546,"Plagiogramma intermedium","Marine"
18166,1728052,"Phomopsis longicolla","Marine"
18172,133302,"Mycale rotalis","Marine"
17973,132321,"Dysidea avara","Marine"
58955,146538,"Lyngbya","Marine/Brackish/Freshwater"
18430,162853,"Chondria tenuissima","Marine"
55885,175111,"Lissodendoryx flabellata","Marine"
18782,416212,"Potamogeton perfoliatus","Brackish/Freshwater"
